Date,Type,Country,Activity,Sex ,Age,Injury,Fatal (Y/N),Species,Fatality,Country_value,Sex_value
22-Aug-20,Unprovoked,USA,Surfing,M,14,Lacerations to sole of left foot,N,Medium shark,0.0,1.0,0.0
20-Aug-20,Unprovoked,USA,Boogie boarding,F,50,Minor lacerations to left leg,N,,0.0,1.0,1.0
19-Aug-20,,USA,Wading,F,,Minor injury to arm by a fish,N,,0.0,1.0,1.0
14-Aug-20,Unprovoked,AUSTRALIA,Surfing,F,35,Lacerations to right calf and posterior thigh,N,White shark,0.0,2.0,1.0
10-Aug-20,Provoked,USA,Fishing,M,55,Injury to left forearm by hooked shark PROVOKED INCIDENT,N,Blacktip shark,0.0,1.0,0.0
2-Aug-20,Unprovoked,USA,Snorkeling,F,,Lacerations to hand and wrist,N,Nurse shark,0.0,1.0,1.0
1-Aug-20,Unprovoked,USA,Surfing,M,54,"No Injury, but board bitten",N,,0.0,1.0,0.0
31-Jul-20,Unprovoked,USA,Surfing,F,22,Lacerations to foot ,N,,0.0,1.0,1.0
31-Jul-20,Unprovoked,USA,Swimming,M,14,Lacerations to foot and toes,N,Spinner shark,0.0,1.0,0.0
31-Jul-20,Unprovoked,AUSTRALIA,Surfing,M,28,Lacerations to leg,N,White shark,0.0,2.0,0.0
29-Jul-20,Unprovoked,USA,Diving,M,38,Lower leg bitten,N,Lemon shark,0.0,1.0,0.0
27-Jul-20,Unprovoked,FRENCH POLYNESIA,Swimming,M,4,Leg bitten,N,Blacktip shark,0.0,19.0,0.0
27-Jul-20,Unprovoked,USA,Swimming,F,63,FATAL,Y,White shark,1.0,1.0,1.0
23-Jul-20,Unprovoked,USA,Spearfishing,M,23,Lacerations to legs,N,Reef shark,0.0,1.0,0.0
23-Jul-20,Unprovoked,USA,Standing,M,11,Foot bitten,N,,0.0,1.0,0.0
22-Jul-20,Unprovoked,USA,Treading water,M,,Left calf & foot bitten,N,Bull shark,0.0,1.0,0.0
19-Jul-20,Unprovoked,USA,Wading,F,12,Right leg bitten,N,,0.0,1.0,1.0
17-Jul-20,Unprovoked,AUSTRALIA,Fishing,M,10,"Lacerations to arm, head & chest",N,White shark,0.0,2.0,0.0
14-Jul-20,Unprovoked,USA,Wading,F,14,Severe bite to right foot,N,Bull shark,0.0,1.0,1.0
13-Jul-20,Unprovoked,AUSTRALIA,Snorkeling,F,29,Injury to lower left leg and ankle,N,Small shark,0.0,2.0,1.0
11-Jul-20,Unprovoked,AUSTRALIA,Surfing,M,15,FATAL,Y,White shark,1.0,2.0,0.0
10-Jul-202,Unprovoked,USA,Surfing,F,15,Minor injury to right foot,N,,0.0,1.0,1.0
4-Jul-20,Unprovoked,AUSTRALIA,Spearfishing,M,36,FATAL,Y,,1.0,2.0,0.0
22-Jun-20,Unprovoked,USA,Playing,M,7,Cuts to lower leg,N,Bull shark,0.0,1.0,0.0
20-Jun-20,Unprovoked,USA,Body Surfing,M,16,Injury to thigh,N,,0.0,1.0,0.0
20-Jun-20,Unprovoked,BAHAMAS,,,,,N,,0.0,6.0,
16-Jun-20,Unprovoked,SOUTH AFRICA,Surf skiing ,F,,"No inury, ski damaged",N,,0.0,3.0,1.0
10-Jun-20,Unprovoked,NEW CALEDONIA,Windsurfing,M,30,FATAL,Y,Tiger shark,1.0,10.0,0.0
7-Jun-20,Unprovoked,AUSTRALIA,Surfing,M,60,FATAL,Y,White shark,1.0,2.0,0.0
4-Jun-20,,USA,Skimboarding,M,12,Puncture wounds to leg,N,,0.0,1.0,0.0
1-Jun-20,Unprovoked,USA,Surfing,M,,Cut to index finger of hand,N,Tiger shark,0.0,1.0,0.0
31-May-20,Unprovoked,BAHAMAS,Spearfishing,M,,Lacerations to left hand,N,Bull shark,0.0,6.0,0.0
30-May-20,Unprovoked,AUSTRALIA,Spearfishing,M,18,"No injury, swim fin bitten",N,Bull shark,0.0,2.0,0.0
28-May-20,Unprovoked,THAILAND,Playing,M,12,Left foot bitten,N,Bull shark,0.0,43.0,0.0
26-May-20,Unprovoked,SPAIN,Playing,M,9,Lacerations to both feet,N,Angel shark,0.0,17.0,0.0
17-May-20,Unprovoked,FRENCH POLYNESIA,Snorkeling,,,Leg bitten,N,Blacktip shark,0.0,19.0,
9-May-20,Unprovoked,USA,Surfing,M,26,FATAL,Y,White shark,1.0,1.0,0.0
8-May-20,Unprovoked,AUSTRALIA,Surfing,M,,Leg injured,N,,0.0,2.0,0.0
1-May-20,Unprovoked,USA,Swimming,F,57,2 lacerations to foot,N,Medium shark,0.0,1.0,1.0
29-Apr-20,,USA,Body Boarding,M,16,Minor injury to ankle from stingray ,N,,0.0,1.0,0.0
21-Apr-20,Unprovoked,AUSTRALIA,Swimming,F,,Lacerations to foot,N,,0.0,2.0,1.0
7-Apr-20,Unprovoked,USA,Surfing,F,,Foot bitten,N,Bull shark,0.0,1.0,1.0
6-Apr-20,Unprovoked,AUSTRALIA,Swimming,M,23,FATAL,Y,,1.0,2.0,0.0
6-Apr-20,Unprovoked,AUSTRALIA,Surfing,M,38,Right hand bitten,N,Medium shark,0.0,2.0,0.0
27-Mar-20,Unprovoked,USA,Stand-Up Paddleboarding,M,Teen,"No injury, paddleboard bitten",N,,0.0,1.0,0.0
22-Mar-20,Unprovoked,USA,Surfing,M,,Left foot bitten ,N,,0.0,1.0,0.0
22-Mar-20,Unprovoked,USA,Surfing,M,,Left foot bitten when he jumped on the shark  PROVOKED INCIDENT,N,,0.0,1.0,0.0
21-Mar-20,Unprovoked,AUSTRALIA,,F,,Arm injured,N,,0.0,2.0,1.0
Reported 14-Mar-2020,Provoked,NEW ZEALAND,Kayak fishing,M,,"PROVOKED INCIDENT No injury, shark nudged kayak repeatedly",N,White shark,0.0,5.0,0.0
2-Mar-20,Unprovoked,FIJI,Spearfishing,M,26,Lacerations to right elbow,N,,0.0,9.0,0.0
22-Feb-20,Unprovoked,NEW ZEALAND,Surfing,M,60,"Minor injury, surfboard bitten",N,White shark,0.0,5.0,0.0
5-Feb-20,Unprovoked,USA,Stand-Up Paddle boarding,M,,"No injury, but paddleboard bitten",N,Tiger shark,0.0,1.0,0.0
1-Feb-10,Unprovoked,FRENCH POLYNESIA,Canoeing,M,,"No injury, but canoe was scratched",N,,0.0,19.0,0.0
Reported 30-Jan-2020,Provoked,BAHAMAS,Floating ,F,24,PROVOKED INCIDENT  Scratches to left wrist,N,,0.0,6.0,1.0
17-Jan-20,Unprovoked,AUSTRALIA,Surfing,M,59,Laceration ot left ankle and foot,N,Small shark,0.0,2.0,0.0
16-Jan-20,Unprovoked,NEW ZEALAND,Surfing,F,13,Minor injury to lower leg,N,Seven gill shark,0.0,5.0,1.0
13-Jan-20,Unprovoked,USA,Surfing,M,26,Lacerations to foot,N,,0.0,1.0,0.0
12-Jan-20,Unprovoked,THAILAND,Swimming,M,75,Calf bitten,N,,0.0,43.0,0.0
7-Jan-20,Unprovoked,AUSTRALIA,Swimming,F,7,Lacerations to leg,N,Lemon shark,0.0,2.0,1.0
5-Jan-20,Unprovoked,AUSTRALIA,Scuba diving,M,57,FATAL,Y,White shark,1.0,2.0,0.0
3-Jan-20,Unprovoked,NEW CALEDONIA,,M,12,Right leg bitten,N,,0.0,10.0,0.0
2-Jan-20,Questionable,AUSTRALIA,Swimming after being swept off rocks,M,21,Probable drowning and scavenging,Y,,1.0,2.0,0.0
30-Dec-19,Unprovoked,AUSTRALIA,Swimming,M,30s,Minor injury to hand,N,Shovelnose guitarfish,0.0,2.0,0.0
28-Dec-19,Unprovoked,SEYCHELLES,Swimming,F,45,Arm bitten,N,,0.0,61.0,1.0
26-Dec-19,Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,33,FATAL,Y,,1.0,4.0,0.0
26-Dec-19,Unprovoked,SOUTH AFRICA,Surf skiing ,M,,"No injury, shark bit surf ski",N,,0.0,3.0,0.0
24-Dec-19,Unprovoked,NEW ZEALAND,Boogie boarding,F,17,Laceration to thigh,N,,0.0,5.0,1.0
21-Dec-19,Unprovoked,USA,Surfing,M,37,Right leg bitten,N,,0.0,1.0,0.0
12-Dec-19,Questionable,REUNION ISLAND,Kayaking,M,70,Partial remains recovered 12/26/2019 from shark,Y,Tiger shark,1.0,80.0,0.0
6-Dec-19,Unprovoked,AUSTRALIA,Free diving,M,57,Arm bitten,N,,0.0,2.0,0.0
3-Dec-19,Unprovoked,USA,Stand-Up Paddleboarding,M,57,"No injury, inflatable paddle board was bitten by the shark",N,Tiger shark,0.0,1.0,0.0
30-Nov-19,Unprovoked,USA,Surfing,M,9,"No injury, knocked from his board by the shark",N,Blacktip shark,0.0,1.0,0.0
30-Nov-19,Unprovoked,AUSTRALIA,Snorkeling,M,30,Lacerations to foot,N,,0.0,2.0,0.0
23-Nov-19,Questionable,AUSTRALIA,Spearfishing,M,38,"Believed to have drowned. Partial remains washed ashore at North Beach, Mylestom, New South Wales on 17 December. Shark involvement prior to death could not be confirmed",Y,,1.0,2.0,0.0
23-Nov-19,Provoked,MEXICO,Fishing,M,,Lacerations to arm from hooked shark PROVOKED INCIDENT,N,,0.0,8.0,0.0
22-Nov-19,Unprovoked,ISRAEL,Snorkeling,M,,"No injury, swim fin bitten",N,,0.0,66.0,0.0
14-Nov-19,Provoked,FRENCH POLYNESIA,Feeding sharks,M,9,Multiple lacerations to right arm,N,Blacktip shark,0.0,19.0,0.0
12-Nov-19,Unprovoked,USA,Surfing,M,30,Lacerations to left foot,N,Blacktip shark,0.0,1.0,0.0
11-Nov-19,Unprovoked,MEXICO,Snorkeling,M,23,Bite to right forearm,N,,0.0,8.0,0.0
9-Nov-19,Watercraft,SOUTH AFRICA,Kayaking fishing,M,,"No injury, kayak damaged",N,White shark,0.0,3.0,0.0
6-Nov-19,Unprovoked,USA,Surfing,F,,"No inury, knocked from board",N,White shark,0.0,1.0,1.0
2-Nov-19,Questionable,REUNION ISLAND,Snorkeling,M,44,Hand recovered from shark. Later confirmed death most likely due to drowning,Y,Tiger shark,1.0,80.0,0.0
29-Oct-19,Unprovoked,AUSTRALIA,Snorkeling,M,28 & 22,Raddons right foot was severed and Maggs sustained serious lacerations to his lower right leg.,N,Tiger shark,0.0,2.0,0.0
27-Oct-19,Provoked,USA,Surfing,M,32,Minor cuts when he jumped off his board and landed on the shark. PROVOKED INCIDENT,N,Medium shark,0.0,1.0,0.0
25-Oct-19,Unprovoked,USA,Kayak fishing,M,,"No injury, kayak bitten",N,White shark,0.0,1.0,0.0
17-Oct-19,Unprovoked,AUSTRALIA,Surfing,M,17,"No injury, surfboard bitten",N,Medium shark,0.0,2.0,0.0
8-Oct-19,Unprovoked,USA,Surfing,M,20,Lacerations to right foot,N,,0.0,1.0,0.0
5-Oct-19,Unprovoked,AUSTRALIA,Surfing,M,29,"No injury, surfboard severely damaged",N,White shark,0.0,2.0,0.0
5-Oct-19,Watercraft,USA,Kayaking,M,51,"No injury, shark bit kayak",N,White shark,0.0,1.0,0.0
Reported 04-Oct-2019,Unprovoked,USA,Surfing,M,,Minor injury to left thigh,N,Small shark,0.0,1.0,0.0
28-Sep-19,Provoked,AUSTRALIA,Fishing,M,45,Hooked shark bit his leg. PROVOKED INCIDENT,N,Small shark,0.0,2.0,0.0
26-Sep-19,Unprovoked,USA,Surfing,F,,"No injury, back of board bitten",N,Medium shark,0.0,1.0,1.0
24-Sep-19,Unprovoked,USA,Swimming,M,,Laceration to arm,N,,0.0,1.0,0.0
24-Sep-19,Unprovoked,USA,Surfing,M,13,Lacerations to left foot,N,Small shark,0.0,1.0,0.0
18-Sep-19,Unprovoked,USA,Snorkeling,,"22, 57, 31",Minor injuries,N,Galapagos shark,0.0,1.0,
15-Sep-19,Unprovoked,USA,,F,22,Foot bitten,N,,0.0,1.0,1.0
7-Sep-19,Unprovoked,AUSTRALIA,Spearfishing,M,,"No injury, shark bit swim fin",N,White shark,0.0,2.0,0.0
31-Aug-19,Unprovoked,USA,Spearfishing,M,70,Bite to posterior left knee,N,Nurse shark,0.0,1.0,0.0
31-Aug-19,Unprovoked,USA,,M,60s,Thigh injured,N,,0.0,1.0,0.0
27-Aug-19,Provoked,USA,Surfing,M,40,Hand and calf bitten when he jumped off surfboard and landed on the shark PROVOKED INCIDENT,N,Medium shark,0.0,1.0,0.0
21-Aug-19,Unprovoked,USA,Wading,M,11,Foot bitten,N,,0.0,1.0,0.0
20-Aug-19,Unprovoked,USA,Swimming/ Treading water,F,26,Injury to lower back and right hip,N,,0.0,1.0,1.0
16-Aug-19,Unprovoked,FIJI,Spearfishing,M,32,Right arm bitten,N,Reef shark,0.0,9.0,0.0
16-Aug-19,Unprovoked,USA,Wading,M,9,Puncture marks to lower leg,N,,0.0,1.0,0.0
11-Aug-19,Unprovoked,USA,Surfing,M,16,"No injury, board damaged",N,Large shark,0.0,1.0,0.0
4-Aug-19,Unprovoked,USA,Standing,M,51,Minor injuries to right foot,N,,0.0,1.0,0.0
3-Aug-19,Unprovoked,USA,Surfing,F,21,Minor cuts to right foot,N,,0.0,1.0,1.0
3-Aug-19,Unprovoked,USA,Surfing,M,20,Bite to left hand and wrist,N,,0.0,1.0,0.0
3-Aug-19,Unprovoked,USA,Spearfishing / Diving,M,37,Laceration to left arm and hands,N,,0.0,1.0,0.0
29-Jul-19,Unprovoked,USA,Swimming,M,49,Bite to abdomen & left leg medial thigh,N,Cookiecutter shark,0.0,1.0,0.0
30-Jul-19,Provoked,USA,Fishing ,M,,Arc of punctures to lower right leg by hooked shark PROVOKED INCIDENT,N,Blacktip shark,0.0,1.0,0.0
29-Jul-19,Unprovoked,USA,Surfing,M,18,3 lacerations to left hand,N,,0.0,1.0,0.0
27-Jul-19,Unprovoked,USA,Boogie boarding,M,49,Lacerations to right thigh,N,,0.0,1.0,0.0
27-Jul-19,Unprovoked,USA,Surfing,M,23,Puncture wounds around left elbow,N,Blacktip shark,0.0,1.0,0.0
22-Jul-19,Unprovoked,USA,Surfing,M,18,Foot bitten,N,Sandtiger shark,0.0,1.0,0.0
Reported 17-Jul-2019,Unprovoked,NEW ZEALAND,Scuba diving,M,45,Shark rammed him but no injury,N,White shark,0.0,5.0,0.0
16-Jul-19,Unprovoked,USA,Body-surfing,F,,Ankle bitten,N,Small shark,0.0,1.0,1.0
12-Jul-19,Unprovoked,USA,Boogie boarding,F,16,Foot bitten,N,,0.0,1.0,1.0
10-Jul-19,Unprovoked,SOUTH AFRICA,Surfing,M,20's,Leg injured,N,White shark,0.0,3.0,0.0
9-Jul-19,Unprovoked,AUSTRALIA,Paddle boarding,M,43,Puncture wounds to wrist,N,Bull shark,0.0,2.0,0.0
6-Jul-19,Provoked,MEXICO,Fishing,M,,Leg injured,N,,0.0,8.0,0.0
4-Jul-19,Unprovoked,BAHAMAS,Snorkeling,M,32,Unknown,N,,0.0,6.0,0.0
30-Jun-19,Unprovoked,USA,Surfing,M,18,Minor injury to foot,N,,0.0,1.0,0.0
26-Jun-19,Unprovoked,BAHAMAS,Snorkeling,F,21,FATAL,Y,,1.0,6.0,1.0
21-Jun-19,Unprovoked,BAHAMAS,Spearfishing,M,,Lacerations to left calf,N,,0.0,6.0,0.0
16-Jun-19,Unprovoked,USA,Swimming,M,8,Puncture wounds to leg,N,,0.0,1.0,0.0
16-Jun-19,Unprovoked,USA,Swimming,M,64,Arc of lacerations to bicep,N,Bull shark,0.0,1.0,0.0
10-Jun-19,Unprovoked,USA,Surfing,M,19,Cuts to right foot,N,,0.0,1.0,0.0
Reported 06-Jun-2019,Unprovoked,AUSTRALIA,Abalone diving,M,,Bumped by shark but no injury,N,,0.0,2.0,0.0
5-Jun-19,Questionable,AUSTRALIA,Surfing,M,,Injury to wrist,N,,0.0,2.0,0.0
2-Jun-19,Unprovoked,USA,Standing,F,17,Severe injuries to leg and hand,N,,0.0,1.0,1.0
29-May-19,Unprovoked,NEW CALEDONIA,Fishing,M,43,FATAL,Y,,1.0,10.0,0.0
25-May-19,Unprovoked,USA,Swimming,M,65,FATAL,Y,,1.0,1.0,0.0
25-May-19,Unprovoked,NEW CALEDONIA,Swimming,M,10,Leg severed,N,Bull shark,0.0,10.0,0.0
20-May-19,Unprovoked,USA,Body Boarding,M,67,No injury,N,,0.0,1.0,0.0
17-May-19,Unprovoked,FIJI,Scuba diving,M,,Laceration to head and shark bit diver's tank,N,Tiger shark,0.0,9.0,0.0
14-May-19,Unprovoked,USA,Surfing,M,,"No injury, knocked of board by shark",N,Large shark,0.0,1.0,0.0
14-May-19,Unprovoked,AUSTRALIA,Body Surfing,M,53,Laceration to right ankle,N,,0.0,2.0,0.0
9-May-18,Unprovoked,REUNION ISLAND,Surfing,M,28,FATAL,Y,,1.0,80.0,0.0
8-May-19,Unprovoked,USA,Swimming with sharks,F,34,Injuries to left arm and hand,N,,0.0,1.0,1.0
7-May-19,Unprovoked,USA,Surfing,F,28,"No injury, shark severed surfboard leash",N,White shark,0.0,1.0,1.0
4-May-19,Provoked,BRAZIL,Fishing,M,12,Cut to toe from hooked shark PROVOKED INCIDENT,N,Lemon shark,0.0,7.0,0.0
1-May-19,Unprovoked,USA,Fishing,M,,Injury to leg,N,,0.0,1.0,0.0
Reported 27-Apr-2019,Unprovoked,AUSTRALIA,Spearfishing,M,18,3 puncture marks to left forearm,N,Nurse shark,0.0,2.0,0.0
23-Apr-19,Unprovoked,USA,Kayaking,F,65,Injury to right inner thigh,N,Tiger shark,0.0,1.0,1.0
21-Apr-19,Unprovoked,USA,,M,25,Minor injury to leg,N,,0.0,1.0,0.0
12-Apr-19,Questionable,USA,Boogie boarding,F,10,"Minor lacerations to left knee, left hand and right thigh",N,,0.0,1.0,1.0
6-Apr-19,Questionable,USA,Picking opihi,M,58,"Probable death by drowning, body scavenged by shark",N,Tiger shark,0.0,1.0,0.0
6-Apr-19,Unprovoked,USA,Swimming,M,23,Bitten on left shoulder,N,Cookiecutter shark,0.0,1.0,0.0
5-Apr-19,Provoked,CHINA,Diving in shark tank,F,,"Lacerations to face, chin and scalp",N,Sandtiger shark,0.0,57.0,1.0
26-Mar-19,Watercraft,USA,Paddling an outrigger canoe,M,74,"Shark bit canoe, but injury to occupant may not have been caused by the shark",N,Large shark,0.0,1.0,0.0
25-Mar-19,Unprovoked,AUSTRALIA,Swimming,M,25,Puncture marks to left hip and buttocks,N,Reef shark,0.0,2.0,0.0
22-Mar-19,Unprovoked,USA,Surfing,M,46,Lacerations to foot,N,Small shark,0.0,1.0,0.0
21-Mar-19,Unprovoked,MEXICO,Swimming,M,32,20 cm gash to right leg,N,,0.0,8.0,0.0
16-Mar-19,Unprovoked,USA,Swimming,M,58,Bite to abdomen,N,Cookiecutter shark,0.0,1.0,0.0
12-Mar-19,Unprovoked,USA,Boogie boarding,M,11,Lacerations to right foot,N,Spinner shark,0.0,1.0,0.0
5-Mar-19,Unprovoked,USA,Surfing,M,,"No injury, board bitten and dented",N,,0.0,1.0,0.0
5-Mar-19,Provoked,SOUTH AFRICA,Fishing,M,46,Lacerations to arm from shark caught in trawl net  PROVOKED INCIDENT,N,Small shark,0.0,3.0,0.0
18-Feb-18,Unprovoked,USA,Surfing,M,,"No injury, shark bumped leg",N,Medium shark,0.0,1.0,0.0
17-Feb-19,Unprovoked,AUSTRALIA,Surfing,M,41,Lacerations/puncture marks to thigh,N,,0.0,2.0,0.0
14-Feb-19,Unprovoked,BRAZIL,Surfing,M,31,Minor injury to face,N,Lemon shark,0.0,7.0,0.0
10-Feb-19,Unprovoked,AUSTRALIA,Spearfishing,M,25,Right forearm bitten,N,Reef shark,0.0,2.0,0.0
4-Feb-19,Unprovoked,USA,Surfing,M,,Multiple lacerations to leg,N,Tiger shark,0.0,1.0,0.0
4-Feb-19,Unprovoked,AUSTRALIA,Surfing,M,50,"No injury, surfboard bitten",N,,0.0,2.0,0.0
2-Feb-19,Watercraft,SOUTH AFRICA,Fishing,M,,"No  injury to occupants, shark bit pontoon causing it to deflate.",N,,0.0,3.0,0.0
2-Feb-19,Unprovoked,USA,Spearfishing,M,50,Right wrist and hand injured,N,Bull shark,0.0,1.0,0.0
30-Jan-19,Unprovoked,REUNION ISLAND,Fishing,M,41,FATAL,Y,,1.0,80.0,0.0
29-Jan-19,Invalid,NEW ZEALAND,Boogie boarding,F,17,Gash to thigh,N,Stingray,0.0,5.0,1.0
14-Jan-19,Unprovoked,AUSTRALIA,Swimming,F,15,Minor injury to left foot,N,Wobbegong shark,0.0,2.0,1.0
10-Jan-19,Invalid,AUSTRALIA,Wading,F,9 & 60,Injuries to foot & leg,N,Toadfish,0.0,2.0,1.0
8-Jan-19,Unprovoked,USA,Surfing,M,19,Cuts to both lower legs,N,White shark,0.0,1.0,0.0
18-Dec-18,Unprovoked,MEXICO,Diving,M,35,FATAL,Y,Tiger shark,1.0,8.0,0.0
15-Dec-18,Provoked,AUSTRALIA,,M,48,Bitten on foot when he stepped on the shark  PROVOKED INCIDENT,N,Wobbegong shark,0.0,2.0,0.0
15-Dec-18,Unprovoked,NEW ZEALAND,Spearfishing,M,24,Injuries to leg and hand,N,Mako shark,0.0,5.0,0.0
9-Dec-18,Unprovoked,NEW ZEALAND,Spearfishing,M,50,No injury,N,Bronze whaler shark,0.0,5.0,0.0
9-Dec-18,Unprovoked,AUSTRALIA,Surfing,M,36,Five deep lacerations to lower right leg,N,,0.0,2.0,0.0
28-Nov-18,Unprovoked,AUSTRALIA,Surfing,M,20s,Cut to left foot,N,Wobbegong shark,0.0,2.0,0.0
24-Nov-18,Unprovoked,USA,Surfing,M,48,Lacerations to left foot,N,,0.0,1.0,0.0
18-Nov-18,Unprovoked,AUSTRALIA,Spearfishing,M,17,Severe lacerations to left arm and right leg,N,Reef shark,0.0,2.0,0.0
17-Nov-18,Unprovoked,AUSTRALIA,Surfing,M,24,Injuries to calf and hand,N,,0.0,2.0,0.0
14-Nov-18,Watercraft,AUSTRALIA,Kayaking,M,31,"No injury to occupant, kayak bitten",N,Tiger shark,0.0,2.0,0.0
11-Nov-18,Unprovoked,SOUTH AFRICA,Fishing,M,41,Surf-ski bitten but no injury to occupant,N,White shark,0.0,3.0,0.0
11-Nov-18,Unprovoked,AUSTRALIA,Body Boarding,M,20,Injuries to lower left leg and foot,N,Sandtiger shark,0.0,2.0,0.0
9-Nov-18,Unprovoked,BAHAMAS,Swimming,M,8,Arc of shallow lacerations to back,N,Nurse shark,0.0,6.0,0.0
7-Nov-18,Unprovoked,AUSTRALIA,Surfing,M,42,20 cm injury to left calf,N,Medium shark,0.0,2.0,0.0
5-Nov-18,Unprovoked,AUSTRALIA,Swimming,M,33,FATAL,Y,,1.0,2.0,0.0
3-Nov-18,Unprovoked,EGYPT,Scuba diving,M,,Calf muscle removed,N,Oceanic whitetip shark,0.0,14.0,0.0
24-Oct-18,Unprovoked,AUSTRALIA,Surfing,M,,Knocked off board by a  shark.   No injury,N,,0.0,2.0,0.0
23-Oct-18,Unprovoked,USA,Surfing,F,,Injury to right foot,N,Small shark,0.0,1.0,1.0
23-Oct-18,Unprovoked,USA,Surfing,M,29,Minor injury to toe,N,,0.0,1.0,0.0
23-Oct-18,Unprovoked,USA,Diving / Filming,M,,Injury to right hand / wrist,N,White shark,0.0,1.0,0.0
19-Oct-18,Unprovoked,AUSTRALIA,Body Surfing,M,50,Injury to upper right arm,N,Bull shark,0.0,2.0,0.0
19-Oct-18,Unprovoked,NEW ZEALAND,Surfing,M,25,Severe lacerations to arm and hand and cut to face,N,White shark,0.0,5.0,0.0
Reported 16-Oct-2018,Watercraft,SAMOA,Surf skiing ,M,,"No injury, tail of surf ski bitten off",N,,0.0,55.0,0.0
13-Oct-18,Questionable,AUSTRALIA,Spearfishing,M,,"No injury, claimed he was bumped by shark",N,White shark,0.0,2.0,0.0
11-Oct-18,Unprovoked,USA,Surfing,F,,Black eye,N,Spinner shark,0.0,1.0,1.0
8-Oct-18,Provoked,AUSTRALIA,Fishing,M,55,Injury to upper left arm by hooked shark PROVOKED INCIDENT,N,Reef shark,0.0,2.0,0.0
29-Sep-18,Unprovoked,USA,Diving,M,13,Traumatic injuries to upper torso,N,White shark,0.0,1.0,0.0
28-Sep-18,Unprovoked,AUSTRALIA,,M,17,Knee bitten,N,Bull shark,0.0,2.0,0.0
27-Sep-18,Watercraft,USA,Fishing,M,55,"No injury, shark nicked kayak",N,White shark,0.0,1.0,0.0
23-Sep-18,Provoked,FIJI,Diving,M,30s,Abrasion to leg when he kicked the shark PROVOKED INCIDENT,N,Nurse shark,0.0,9.0,0.0
23-Sep-18,Unprovoked,BAHAMAS,Spearfishing,F,32,Lacerations to fingers,N,Blacktip shark,0.0,6.0,1.0
20-Sep-18,Questionable,USA,,F,,Cuts to hand,N,,0.0,1.0,1.0
19-Sep-18,Unprovoked,JAMAICA,Spearfishing,M,43,FATAL,Y,,1.0,24.0,0.0
20-Sep-18,Unprovoked,AUSTRALIA,Swimming,F,12,Serious injury to left thigh,N,,0.0,2.0,1.0
19-Sep-18,Unprovoked,AUSTRALIA,Swimming,F,46,Serious injury to anterior right thigh,N,,0.0,2.0,1.0
15-Sep-18,Unprovoked,USA,Boogie boarding,M,26,FATAL,Y,White shark,1.0,1.0,0.0
8-Sep-18,Unprovoked,USA,Surfing,M,39,Ankle bitten,N,,0.0,1.0,0.0
8-Sep-18,Unprovoked,USA,Stand-Up Paddleboarding,M,23,Right arm bitten,N,Tiger shark,0.0,1.0,0.0
7-Sep-18,Unprovoked,USA,Surfing,M,60s,Calf bitten,N,,0.0,1.0,0.0
1-Sep-18,Provoked,IRELAND,Fishing,M,40,Forearm bitten by hooked shark PROVOKED INCIDENT,N,Blue shark,0.0,120.0,0.0
Reported 28-Aug-2018,Unprovoked,BAHAMAS,Diving,M,,Right foream bitten,N,Lemon shark,0.0,6.0,0.0
24-Aug-18,Unprovoked,USA,Swimming,M,14,Shark bumped chest but no injury ,N,Medium shark,0.0,1.0,0.0
20-Aug-18,Unprovoked,BAHAMAS,Spearfishing,M,29,Lacerations to head and neck,N,Reef shark,0.0,6.0,0.0
18-Aug-18,Unprovoked,USA,Surfing,M,14,Injury to right lower leg,N,,0.0,1.0,0.0
18-Aug-18,Unprovoked,ITALY,Playing,M,24,Calf bitten,N,,0.0,13.0,0.0
15-Aug-18,Unprovoked,BAHAMAS,Standing,F,56,Injury to lower left leg,N,Nurse shark,0.0,6.0,1.0
15-Aug-18,Questionable,USA,,M,,Scratches to calf,N,,0.0,1.0,0.0
15-Aug-18,Unprovoked,USA,Swimming,M,61,"Lacerations to leg, hip and hand",N,White shark,0.0,1.0,0.0
9-Aug-18,Unprovoked,USA,Spearfishing,M,42,Laceration to right leg above the knee,N,Bull shark,0.0,1.0,0.0
5-Aug-18,Unprovoked,USA,Standing,M,16,Injury to calf,N,Blacktip shark,0.0,1.0,0.0
5-Aug-18,Unprovoked,USA,Swimming/Standing,F,a minor,Injury to right calf,N,,0.0,1.0,1.0
3-Aug-18,Unprovoked,EGYPT,Snorkeling,M,42,FATAL,Y,Tiger shark,1.0,14.0,0.0
29-Jul-18,Unprovoked,USA,Surfing,M,14,Minor cuts to hand,N,,0.0,1.0,0.0
24-Jul-18,Provoked,CHINA,Putting hand in shark tank,F,6,Lacerations to fingers PROVOKED INCIDENT,N,,0.0,57.0,1.0
18-Jul-18,Unprovoked,USA,Boogie Boarding,M,13,Minor puncture wounds to leg,N,Sandtiger shark,0.0,1.0,0.0
18-Jul-18,Unprovoked,USA,Wading,F,12,Lacerations to lower leg,N,Sandtiger shark,0.0,1.0,1.0
14-Jul-18,Provoked,USA,Wading,F,58, Surf washed the dying shark against her foot PROVOKED INCIDENT,N,Salmon shark,0.0,1.0,1.0
14-Jul-18,Questionable,USA,Surfing,F,14,"Laceration to left thigh, possibly caused by surfboard ",N,,0.0,1.0,1.0
13-Jul-18,Unprovoked,USA,Wading,M,17,Foot bitten,N,,0.0,1.0,0.0
